2329	139
gene	Description	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11	c12	c13	c14	c15	c16	c17	c18	c19	c20	c21	c22	c23	c24	c25	c26	c27	c28	c29	c30	c31	c32	c33	c34	c35	c36	c37	c38	c39	c40	c41	c42	c43	c44	c45	c46	c47	c48	c49	c50	c51	c52	c53	c54	c55	c56	c57	c58	c59	c60	c61	c62	c63	c64	c65	c66	c67	c68	c69	c70	c71	c72	c73	c74	c75	c76	c77	c78	c79	c80	c81	c82	c83	c84	c85	c86	c87	c88	c89	c90	c91	c92	c93	c94	c95	c96	c97	c98	c99	c100	c101	c102	c103	c104	c105	c106	c107	c108	c109	c110	c111	c112	c113	c114	c115	c116	c117	c118	c119	c120	c121	c122	c123	c124	c125	c126	c127	c128	c129	c130	c131	c132	c133	c134	c135	c136	c137	c138	c139
1325	*	0.121917	1.045138	0.095446	0.249693	0.251350	0.170791	0.289018	0.037605	0.483208	0.166765	0.186063	0.190924	0.529800	0.362469	0.714330	0.479314	0.550744	0.303565	1.542190	0.297189	0.765073	0.189231	0.372139	0.810629	1.700735	2.227600	0.153093	0.170418	0.182642	0.240830	0.086004	1.907143	0.599064	0.326441	0.282460	0.306316	0.586133	0.525057	0.215082	0.069349	0.707002	0.423011	2.629674	0.453771	0.223317	0.006786	0.243995	0.930757	0.230622	4.649492	0.206726	0.343384	0.169018	0.396941	2.826974	0.317080	0.195756	0.051956	0.133513	0.321534	0.182314	0.056710	0.094705	0.572304	0.273315	0.088332	0.240598	0.195050	0.319244	0.168581	0.162792	0.052630	0.028281	0.045450	1.322127	0.200708	0.225992	0.155430	1.309814	1.569221	0.136130	0.041562	0.085048	0.562910	0.217597	0.119083	0.608115	0.084247	0.555332	0.229812	0.156543	6.700785	0.217494	0.429346	0.068212	0.141027	0.373926	0.165608	0.112271	0.268123	3.115783	0.090578	0.245117	0.824506	0.196389	0.135011	0.181384	0.100376	0.084579	0.328558	0.392871	0.656910	0.146351	0.691207	0.135903	2.740785	0.514375	0.503002	0.335370	0.826973	0.081182	0.190122	0.458764	1.765504	0.589121	0.127160	0.228802	0.215274	0.075495	0.668564	0.507940	0.225299	0.103518	0.284383	0.182490	1.041003	0.377555	0.047225	0.022320
1326	*	0.136385	1.507282	0.102042	0.508423	0.083678	0.178216	0.414253	0.103795	1.584902	0.195079	0.313546	0.273622	1.964801	0.219531	0.891517	0.898332	0.279793	0.121936	2.333686	1.028893	0.999162	0.308577	0.200032	0.284032	1.496116	2.141743	0.233947	0.423175	0.383560	0.111820	0.298264	4.548426	0.746786	0.233142	0.577837	0.279816	0.690626	0.746553	0.201071	0.035409	1.382409	0.287070	2.793423	0.465974	0.085733	0.068641	0.252325	1.729179	0.314737	1.771625	0.406171	0.090222	0.179487	0.444504	4.045360	0.454060	0.223941	0.134487	0.209065	0.325777	0.451328	0.039386	0.118511	0.950538	0.135491	0.046903	0.243941	0.328319	0.352781	0.138182	0.230334	0.027200	0.032146	0.156649	1.753943	0.181806	0.180832	0.148871	0.758667	0.805495	0.181155	0.035224	0.177961	1.154080	0.242411	0.153501	0.999857	0.140812	1.048385	0.255012	0.934048	2.336873	0.380209	0.514731	0.080921	0.118939	1.537564	0.293878	0.205308	0.240440	3.244516	0.105841	0.130942	0.611531	0.106494	0.208954	0.227390	0.057512	0.056415	0.279661	0.216303	0.262251	0.307106	0.993255	0.182112	3.717149	0.733905	0.430675	0.186393	0.666834	0.218516	0.200537	0.366671	2.459614	0.228193	0.333624	1.290059	0.221088	0.231697	1.067109	0.519903	0.239543	0.177848	0.259105	0.175594	0.512077	0.450923	0.098343	0.154187
1327	*	0.512406	1.277625	0.166752	0.656637	1.045700	0.564771	0.434885	0.063796	1.803914	0.240089	0.132637	0.088864	1.513013	0.908596	0.526372	1.036628	0.156670	0.188753	2.058819	0.693334	2.096712	0.000000	0.637636	0.694577	3.797525	1.194919	0.759374	0.399862	0.294483	0.296215	0.866248	3.376068	0.621980	0.196984	1.896987	0.467876	0.695081	0.583985	0.477787	0.224695	0.830244	0.658336	0.098352	0.459852	0.171913	0.120790	1.474754	1.224191	0.435212	2.172475	1.015639	0.320829	0.416391	0.596525	4.248697	0.764940	0.183435	0.207386	0.123778	0.396292	1.236775	0.220008	1.968561	3.973077	0.532631	0.116545	0.840362	0.145036	0.441557	0.223885	0.023064	0.193653	0.052200	0.157106	0.207672	0.000000	0.032492	0.214899	0.463313	0.320404	0.116689	0.051534	0.172850	0.000000	0.085288	0.342377	0.341667	0.141393	1.600018	0.121482	0.135805	0.786488	0.072019	2.793162	0.197750	0.052913	0.386526	0.165297	0.331281	0.043154	0.685683	0.293050	0.053944	0.794515	0.306499	0.149270	0.218735	0.106238	0.139747	0.207142	0.367988	0.010024	0.093137	2.071900	0.236972	0.000000	0.647133	0.310396	0.283769	0.404167	0.326168	0.397101	1.184293	0.000000	1.313522	0.421414	1.192133	0.693587	0.347670	0.000000	2.048238	0.370764	0.618427	0.115471	0.053245	0.267044	0.795980	0.208850	0.086172
1328	*	0.194984	1.817749	0.301096	0.951364	0.445564	0.301444	0.547535	0.817103	2.934706	0.444194	0.391047	0.555227	0.864230	0.798727	0.678070	1.473177	0.529052	0.448058	1.776916	0.904899	0.785136	1.011163	0.579278	1.094448	2.116406	0.922484	0.475457	0.474855	0.580647	1.126972	0.535479	1.801353	1.006346	0.741218	0.591185	0.663220	0.807925	0.941874	0.451661	0.099715	0.990499	0.673038	0.657532	0.832822	0.448735	0.213942	0.370885	0.484518	0.684804	1.688458	0.486575	0.524858	0.206814	0.591686	3.553989	0.580192	0.630384	0.201777	0.668087	0.405960	0.604082	0.094797	0.352977	1.285832	0.773581	0.119448	0.877301	0.348813	0.600897	0.366829	0.303443	0.078547	0.089371	0.113691	0.766966	0.401747	0.300213	0.355830	0.881462	1.225038	0.222597	0.207269	0.312389	1.147877	0.466332	0.312842	0.569440	0.217534	0.836126	0.410575	0.232671	1.343516	0.198074	0.477091	0.216689	0.237955	1.169880	0.552720	1.810668	0.541602	4.843790	0.157604	0.137227	1.063084	0.349599	0.197745	0.129331	0.227595	0.081693	0.320269	0.369385	1.016098	0.296606	1.213095	0.283815	4.541860	1.014842	0.624939	0.783212	0.516793	0.200661	0.273276	0.934841	1.181418	0.752402	0.167760	0.606266	0.272807	0.105093	0.284580	0.428732	0.172816	0.201027	0.477450	0.394274	1.447800	1.001040	0.125707	0.111659
1329	*	0.223976	1.177127	0.295565	1.507925	0.121875	0.294991	1.791637	2.273312	2.030943	0.404424	0.453662	0.718310	0.312353	0.339730	0.484532	1.971890	0.362741	0.156091	2.647754	0.489908	1.399539	1.511745	0.225089	1.043336	1.782428	0.916848	0.379412	0.549350	0.112916	0.996178	0.209855	0.725484	0.956565	0.039932	0.113240	0.325586	0.421860	1.936022	0.398013	0.072131	0.267829	0.386764	0.850966	1.535924	0.502331	0.320886	0.168496	0.496014	0.762716	2.284688	0.220637	0.167405	0.567930	0.275329	2.790229	0.909272	1.012113	0.160897	2.037068	0.298278	0.362824	0.121650	0.217436	1.576508	1.964064	0.179690	1.210695	0.251745	0.739543	1.124341	0.339175	0.057595	0.074973	0.021284	0.596162	0.312002	0.289547	0.062193	1.146552	1.677505	0.120141	0.049405	0.412850	1.145966	0.316918	0.023559	0.428405	0.093709	0.541008	0.184755	0.070762	1.134282	0.328861	0.158446	0.066920	0.099765	0.508361	0.227043	4.174525	0.362182	3.299012	0.150640	0.139698	0.398056	0.286505	0.265738	0.135315	0.156078	0.286074	0.253521	0.021303	0.730869	0.042701	1.138450	0.326632	2.913155	0.484885	0.395113	0.711518	0.396807	0.090648	0.238090	0.708499	2.408212	0.347170	0.083283	0.692282	0.221233	0.011564	0.406448	0.241463	0.148180	0.144752	0.598898	0.142364	1.508629	0.431219	0.257506	0.280808
1330	*	0.093317	8.348451	0.038089	0.043341	0.130679	1.766071	1.044693	0.197036	0.133443	0.056846	0.030575	0.072485	0.096415	0.044686	0.100403	0.204960	1.368771	0.051566	0.566513	0.117118	0.174240	0.109881	0.063190	1.398160	1.159425	1.555871	0.032876	0.024454	0.059308	0.012397	0.021966	0.181797	0.321848	0.124950	1.628010	0.326457	0.526583	0.121390	0.402933	0.064046	0.129381	2.429807	0.110898	0.018922	0.028612	0.013989	0.107960	1.503568	0.286902	2.932221	0.612195	0.574363	0.020785	0.077910	1.285719	0.043330	0.476261	0.450730	0.050419	0.189713	1.348831	0.156944	0.323425	0.226300	0.138150	0.020323	0.293572	0.045355	0.025040	0.062182	0.021844	0.063160	0.009651	0.020052	0.113131	0.022963	0.036865	0.027748	0.270794	0.282176	0.018159	0.017175	0.032155	0.082486	0.156788	0.054353	5.261111	0.115068	0.113038	0.019942	0.011275	0.282629	0.036132	0.802218	0.054634	0.025372	0.087178	0.036816	0.121265	0.013382	1.062495	0.048030	0.015064	0.106429	0.077437	0.039072	0.019766	0.043743	0.012720	0.064224	0.052382	0.024901	0.034682	0.141069	0.064223	0.408205	0.037449	0.031455	0.129430	0.109312	0.065217	0.034901	0.083288	0.065655	0.237384	0.488496	0.539349	0.129640	0.067053	0.029724	0.961230	0.128008	0.077232	0.016834	0.038012	0.313597	0.162633	0.031063	0.030341
1331	*	0.072865	4.947459	0.211914	0.137565	1.139061	0.240107	0.457234	0.079051	1.268488	0.299225	0.339914	0.110483	0.535116	0.460749	0.364868	0.558845	0.146213	0.263726	2.904786	0.338340	0.715181	0.241291	0.573711	0.864245	1.549080	1.442303	0.246854	0.120896	0.155784	0.192168	0.322868	1.430468	0.458321	0.468869	1.042342	0.319688	0.174217	0.220501	0.107125	0.109143	0.369933	0.249992	0.444657	0.078629	0.095050	0.050622	1.257248	0.952750	0.232054	2.097630	0.758154	0.370472	0.041842	0.116087	2.617275	0.029217	0.137004	0.225292	0.201782	0.241994	0.247785	0.165629	1.267969	4.461074	0.250978	0.110710	0.428894	0.191353	0.346215	0.056823	0.098201	0.167225	0.053808	0.122439	0.806830	0.153792	0.022145	0.254862	0.216928	0.587092	0.048000	0.136547	0.196025	0.490053	0.284322	0.112930	0.389273	0.058352	1.021808	0.147424	0.106247	0.702402	0.091385	1.885157	0.054144	0.156140	0.619727	0.103144	0.142941	0.154415	4.399899	0.088932	0.036489	0.160016	0.069670	0.076621	0.085688	0.130340	0.116003	0.140832	0.191126	0.260305	0.115843	1.060509	0.196375	3.058476	0.437062	0.105297	0.124294	0.540542	0.072976	0.171978	0.255090	3.295116	1.007664	0.102808	0.498744	0.379860	0.104381	0.226963	1.587492	0.073544	0.187997	0.275782	0.210500	0.886627	0.601511	0.063844	0.028102
1332	*	0.540628	3.010140	0.157706	1.028113	1.044393	0.485572	0.765607	0.141106	0.485251	0.222795	0.330518	0.167205	0.315072	0.948497	0.521049	0.575263	0.277860	0.474699	2.064236	0.506430	1.725611	0.158937	0.495074	0.858465	1.866199	3.442333	0.204640	0.367105	0.247237	0.529589	0.990377	2.232953	0.411241	0.749159	1.160928	0.485632	0.862369	0.180200	0.191998	0.121619	0.305443	0.409374	0.755453	0.195979	0.130988	0.304299	0.899397	1.747283	0.123987	1.851709	0.851286	0.310898	0.095276	0.409560	2.934507	0.447160	0.140227	0.173858	0.092930	0.422602	0.588582	0.142358	1.210487	3.098903	0.271838	0.093892	0.488275	0.090057	0.516218	0.116453	0.121630	0.270004	0.095477	0.036486	0.877168	0.036133	0.000000	0.163968	0.426309	0.281055	0.084598	0.024941	0.164973	0.272454	0.177641	0.617738	0.210268	0.085079	0.719435	0.069789	0.019702	0.580756	0.113773	1.637248	0.199262	0.551856	0.235863	0.195881	0.122053	0.131264	6.166688	0.190458	0.002623	0.454711	0.147154	0.148025	0.096818	0.201602	0.076059	0.058225	0.237104	0.323785	0.115777	0.557947	0.240299	1.191250	0.603847	0.980080	0.507528	0.124493	0.154601	0.179979	0.111359	1.775656	0.426610	0.157472	1.275416	0.677216	0.083160	0.318519	2.176772	0.275790	0.551848	0.170729	0.150541	0.933871	1.035954	0.059408	0.191307
1333	*	0.130233	2.287508	0.140494	0.990960	0.217140	0.257371	1.657667	0.057986	0.417640	0.217151	0.272730	0.365211	3.886118	0.980759	0.712569	3.064650	0.503839	0.111829	1.674962	0.218825	0.909071	0.206251	0.103118	0.660711	0.857330	2.429852	0.359927	0.394355	0.105314	0.532740	0.260079	0.839195	0.680607	2.661325	1.192526	0.990987	1.058097	1.200616	0.414603	0.072055	0.200229	0.515112	0.316448	0.155834	0.257963	0.569199	0.357899	1.302195	0.333604	1.999150	5.150057	0.392168	0.091566	0.432474	1.099366	0.114502	1.019770	0.120681	0.138372	0.873520	0.725548	0.053022	0.268286	1.273191	0.427696	0.148222	0.667202	0.228100	1.157212	0.090808	0.207863	0.055826	0.035920	0.037333	0.543590	0.059360	0.119534	0.037764	0.738484	0.951842	0.079005	0.125611	0.228739	0.396725	0.088961	0.141879	0.182857	0.075733	0.387843	0.420624	0.104789	0.803055	0.079495	0.338344	0.050617	0.246084	0.516244	0.105537	0.092394	0.133210	3.798746	0.088718	0.051326	0.354602	0.161358	0.075214	0.090163	0.046604	0.068164	0.261312	0.799400	0.168568	0.174181	1.216482	0.185218	1.546382	0.402748	0.136941	0.164433	0.702307	0.052946	0.203521	0.297448	3.336669	0.717238	0.294497	0.460762	0.656475	0.040246	0.178122	0.588334	0.233519	0.239010	0.264056	0.045163	0.770289	0.412821	0.102536	0.050608
1334	*	0.081661	6.708250	0.134378	0.697964	0.305422	0.153968	0.949196	0.117156	2.669703	0.308644	1.307876	0.476013	0.681396	0.516924	0.399221	1.304097	0.983656	0.371114	1.871131	0.335609	0.451196	0.253514	0.252164	0.387600	1.163256	3.338244	0.106119	0.085164	0.162918	0.316528	0.337487	1.350022	0.695174	0.194004	0.444132	0.290911	0.507941	0.278941	0.146829	0.040056	0.444330	0.469435	0.238614	0.134590	0.105905	0.078360	0.689071	0.765468	0.274043	0.720095	0.215347	0.496720	0.133466	0.237475	4.386436	0.121217	0.296766	0.072393	0.157684	0.273053	0.260862	0.037461	0.318168	1.457273	0.211580	0.072978	0.219508	0.128339	0.496536	0.176191	0.184608	0.025378	0.038489	0.043747	0.602796	0.132429	0.091210	0.114883	0.467597	0.946023	0.125299	0.062969	0.201753	0.525188	0.174217	0.725143	0.247592	0.079556	0.670962	0.209127	0.149224	0.959715	0.083792	0.314101	0.102566	0.136264	0.330919	0.112010	0.168019	0.180122	4.336895	0.188219	0.188312	0.239497	0.098441	0.128433	0.127131	0.181296	0.043998	0.120222	0.234905	0.238839	0.145538	0.853367	0.169728	2.087231	0.674309	0.242176	0.151208	0.382566	0.088967	0.149048	0.306519	1.625082	0.253547	0.058410	0.846037	0.463550	0.052162	0.325627	0.345999	0.107841	0.094341	0.142224	0.139561	1.058905	0.830440	0.050017	0.064767
1335	*	0.073023	2.037825	0.122258	0.089991	0.172012	0.227988	0.219074	0.076063	0.831557	0.096979	0.461414	0.293939	0.551645	0.225902	0.375600	0.684355	0.146108	0.295686	2.407725	0.818626	0.552499	1.223464	0.176943	0.741608	0.951672	2.112509	0.153320	0.474647	0.227606	0.400567	0.153553	1.196019	0.940528	0.324301	0.117017	0.277636	0.651684	0.467395	0.058832	0.042739	0.415578	0.098976	0.406749	0.201720	0.080600	0.222598	0.114442	0.974779	0.164084	2.015768	0.465719	0.104627	0.419498	0.191389	2.637877	0.239653	0.146675	0.078209	0.313682	0.437195	0.461308	0.034908	0.168403	0.673323	0.030135	0.114361	0.047937	0.179433	1.266715	0.125210	0.061550	0.094576	0.046829	0.121522	1.129782	0.111751	0.101800	0.115418	1.115341	3.163474	0.117489	0.314213	0.138002	0.645728	0.350156	0.051294	0.564325	0.121435	0.446378	0.259539	0.251646	1.869836	0.115184	0.233077	0.042566	0.355636	0.539638	0.236049	0.111910	0.454733	5.944114	0.110963	0.079124	0.732966	0.360792	0.035140	0.139595	0.050373	0.146710	0.043256	0.450327	0.449987	0.276212	0.749843	0.419041	1.511330	0.404398	0.423200	0.138984	3.163740	4.156706	0.253020	1.372659	2.793869	1.081837	0.153682	0.422896	0.227608	0.101884	0.421091	0.411728	0.129600	0.220659	0.448775	0.142682	1.334385	0.306972	0.062826	0.038733
1336	*	0.099394	3.157566	0.182347	0.127969	0.318041	0.209177	0.295746	0.123797	2.318599	0.472430	0.447692	0.160588	1.069211	0.206835	0.295414	0.547077	0.452716	0.160863	2.661273	1.006549	0.453124	0.424289	0.290086	0.776676	0.895612	2.188860	0.375845	0.214686	0.499754	0.282647	0.300077	1.379424	0.980763	0.235699	0.582679	0.272085	0.811969	1.354024	0.128840	0.075820	1.291456	0.218184	0.715469	0.268164	0.114454	0.207359	0.220913	0.806707	0.656802	1.415966	0.952374	0.230610	0.250934	0.355993	4.018133	0.177826	0.232007	0.081187	0.509082	0.155490	0.392654	0.074292	0.396773	0.875505	0.105116	0.042190	0.200101	0.226382	0.408975	0.048497	0.153254	0.033632	0.031014	0.108305	1.243285	0.180960	0.127006	0.081294	0.243945	0.719002	0.107046	0.155475	0.176722	0.476956	0.793279	0.104678	0.357378	0.038251	0.386075	0.114297	0.179730	2.237766	0.093090	0.324575	0.074698	0.292718	1.194554	0.213194	0.234919	0.226944	5.904106	0.093200	0.066652	0.176369	0.102137	0.048126	0.059107	0.114510	0.049035	0.136661	0.330386	0.225476	0.159935	1.657957	0.129856	2.764782	0.483954	0.385480	0.229799	0.493419	0.337912	0.116511	0.376844	3.952392	0.362002	0.090367	0.621716	0.111176	0.134143	0.327476	0.404198	0.122753	0.114001	0.360401	0.171385	1.273223	0.576875	0.045685	0.057596
1337	*	0.082429	4.297003	0.133584	0.431821	0.414250	0.085669	0.411928	0.162417	1.102694	0.467525	0.259693	0.208186	0.584917	1.038463	0.232334	0.187544	0.141176	0.256377	3.277941	0.499219	0.722190	0.764582	0.196472	0.457488	0.357788	4.444595	0.780115	0.356073	0.288167	0.593562	0.564578	1.281825	0.532887	0.548713	0.302691	0.646939	0.736497	0.607313	0.231109	0.135557	0.713360	0.081914	0.359623	0.175801	0.081719	0.162863	0.214273	1.113383	0.797517	2.499967	0.500057	0.219435	0.263218	0.329025	3.822198	0.127930	0.320556	0.112197	0.305720	0.128812	0.320042	0.098350	0.088670	0.980459	0.460356	0.078678	0.286289	0.148480	0.463296	0.338982	0.222380	0.024821	0.063025	0.111687	0.613753	0.118038	0.053566	0.081674	0.138142	0.689590	0.051054	0.088618	0.333337	0.995557	0.276103	0.220558	0.316427	0.096831	0.394017	0.307305	0.188220	0.389492	0.079852	0.207022	0.096651	0.414010	0.956433	0.075789	0.170061	0.182568	3.364208	0.163148	0.097930	0.027989	0.155872	0.486477	0.091595	0.177378	0.120001	0.185126	0.203766	0.321815	0.204355	1.957292	0.175559	3.115181	0.425190	0.645871	0.400443	0.636131	0.120089	0.269856	0.161857	4.324118	0.437761	0.169361	1.353619	0.284622	0.069120	0.331316	0.207184	0.009260	0.223066	0.227372	0.119402	0.777224	0.998352	0.078904	0.154784
1338	*	0.120681	0.572377	0.221138	3.753915	0.218220	0.272956	0.681832	1.450319	1.930704	0.386886	0.345625	0.839827	0.376220	0.520258	0.191794	0.868686	0.677168	0.313349	2.818347	0.427949	0.432616	1.387210	0.292569	1.062525	0.959193	1.958794	0.549011	0.864829	0.340226	0.813378	0.221112	1.141754	0.669673	1.396253	0.251554	0.548614	0.787466	0.973156	0.523361	0.087543	0.500335	0.611903	1.051084	0.707069	0.416911	0.209222	0.205293	0.581484	0.464695	1.771050	0.544021	0.256099	0.371698	0.694272	2.654387	0.181450	0.894902	0.187314	1.628527	0.239630	0.733419	0.109038	0.272801	0.957524	1.175141	0.252795	0.705461	0.184479	0.310487	0.589847	0.272041	0.252573	0.066713	0.091083	0.543477	0.197250	0.239994	0.039215	0.585982	1.755792	0.136201	0.208290	0.299504	1.033577	0.177083	0.256616	0.268717	0.294321	0.410693	0.361017	0.138575	0.821234	0.262978	0.431028	0.107728	0.060826	0.371460	0.288911	4.393806	0.311150	3.985465	0.169526	0.044120	0.294640	0.270221	0.190443	0.070271	0.119526	0.088989	0.202521	0.481324	0.526316	0.230368	1.657228	0.347303	4.006408	0.475165	0.183548	0.418616	0.290786	0.097643	0.541602	0.489638	2.107843	0.357143	0.256365	0.712254	0.142680	0.020210	0.225986	0.506320	0.130249	0.269938	0.359061	0.226678	0.787168	0.406099	0.142384	0.129294
1339	*	0.455004	2.164036	0.166356	1.340739	0.581641	0.776611	0.333265	0.207880	1.111118	0.248204	0.344835	0.458345	0.579164	0.206191	0.443907	0.610686	0.836100	0.341919	1.983296	0.653187	2.107720	0.570875	0.428275	1.998011	2.217399	2.730192	0.328514	0.478581	0.448822	0.296992	1.021424	2.119036	0.720506	0.603203	1.400112	0.549777	0.531799	0.610098	0.587806	0.143059	0.639307	1.269894	1.159883	0.149934	0.520660	0.142674	0.755176	2.011275	0.593368	3.036703	0.816521	0.628847	0.152203	1.095385	3.407253	0.145197	1.041445	0.308014	0.180935	0.326771	1.633945	0.211530	1.021669	3.377134	0.618770	0.173560	0.688260	0.076496	0.544607	0.389545	0.323365	0.058974	0.121678	0.147721	0.712436	0.037606	0.097748	0.252352	0.447084	0.839442	0.058855	0.154689	0.169023	0.927888	0.271406	0.537361	0.219950	0.223502	0.604548	0.123780	0.090729	0.481928	0.187958	1.558432	0.119777	0.168851	0.625286	0.200256	0.609182	0.176268	2.655493	0.315308	0.048616	0.575781	0.185490	0.141769	0.248625	0.180162	0.137495	0.296487	0.227831	0.424812	0.057618	1.362031	0.481566	2.266839	0.528106	1.006264	0.304503	0.455777	0.428711	0.775579	0.388185	2.507368	0.581577	0.534860	1.434039	0.518225	0.101678	0.274279	2.436460	0.474791	0.765926	0.181303	0.131940	0.485830	1.048838	0.122386	0.133316
1340	*	0.339877	1.051299	0.156315	1.089130	0.844086	0.256627	0.268359	0.146108	0.651559	0.233798	0.153206	0.239433	0.253121	0.272237	0.530096	0.774705	0.226540	0.339111	2.206943	0.284096	1.588002	0.664100	0.466113	0.740277	2.044403	1.645896	0.340778	0.035461	0.467988	0.169347	1.043760	1.363666	0.533995	0.438666	0.567370	0.340727	0.257438	0.250842	0.890796	0.105927	0.823464	0.531078	0.688425	0.077425	0.614104	0.210232	0.658166	3.554380	0.244407	1.263929	0.518613	0.280441	0.058454	0.953307	2.330411	0.321155	0.418498	0.125299	0.021713	0.322989	0.629070	0.133995	0.823877	2.694576	0.913448	0.182282	0.537509	0.033285	0.657975	0.423473	0.404566	0.082140	0.051577	0.177383	0.518853	0.041573	0.271961	0.191058	0.410172	0.284880	0.062213	0.145549	0.089432	0.247672	0.111546	0.442852	0.546578	0.080434	0.718361	0.233309	0.102541	0.455485	0.118085	1.210978	0.118727	0.290281	0.298604	0.141909	0.120710	0.424368	7.403370	0.145469	0.197929	0.350486	0.313780	0.139361	0.118909	0.171861	0.149819	0.153523	0.204266	0.341307	0.104655	2.127388	0.262247	2.004837	0.586769	0.580672	0.279378	0.343347	0.180514	0.260489	0.302479	2.101786	0.263478	0.280465	1.362775	0.442625	0.139388	0.129315	1.643706	0.288586	0.446853	0.195872	0.103631	0.277094	0.657455	0.122083	0.203494
1341	*	0.507962	1.796352	0.221371	0.000000	1.207908	0.285030	0.130169	0.174697	0.397080	0.268690	0.495594	0.013509	0.051816	0.305146	0.000000	0.000000	0.048386	0.302768	1.836914	0.137933	0.827127	0.207897	0.639230	1.387894	3.250253	1.085443	0.000000	0.644462	0.363770	0.054933	1.799304	1.468709	0.150735	0.078250	1.689076	0.009356	0.837638	0.000000	0.411091	0.111978	0.241164	0.359278	0.604347	0.717740	0.383795	0.532992	1.215245	0.543011	0.245762	2.139082	1.268595	1.224352	0.448657	0.261491	3.703590	0.289388	0.121006	0.237634	0.248227	0.127664	0.238305	0.230412	1.729408	5.150633	0.338018	0.267392	0.794015	0.073359	0.000000	0.163178	0.128842	0.000000	0.241910	0.000000	0.883876	0.163569	0.310547	0.395337	0.342382	0.594204	0.192411	0.446185	0.593305	0.359992	0.666524	0.510032	0.275152	0.166173	0.339166	0.300556	0.272594	0.556330	0.084326	2.673524	0.091072	0.244083	0.563079	0.172903	0.891911	0.060396	3.053772	0.057605	0.048485	0.627063	0.406005	0.236504	0.328809	0.176338	0.232494	0.449841	0.660611	0.519718	0.289696	1.839177	0.011293	0.903282	0.262764	0.844076	0.558522	0.004105	0.127547	0.363485	0.375418	1.714953	0.853407	0.150692	1.754367	0.684756	0.361412	0.245919	3.274585	0.652775	0.944811	0.027969	0.403001	0.140629	1.042037	0.217714	0.050689
1342	*	0.144339	0.917583	0.104568	4.383559	0.338252	0.168471	0.514138	1.620689	2.381416	0.382264	0.280193	0.711764	0.230324	0.507217	0.399422	1.453245	1.190650	0.564286	1.805114	0.085757	0.276806	1.107821	0.263123	1.002588	1.091620	0.083979	0.028520	0.718993	0.481042	0.607939	0.244173	0.121096	0.489456	0.180591	0.099350	0.752944	0.288240	1.118345	0.398205	0.037063	0.131203	0.193100	0.357058	1.374746	0.390316	0.380004	0.000000	0.140606	0.578429	1.528866	0.196696	0.079944	0.122958	0.220868	2.553283	0.384553	0.711723	0.052990	1.993201	0.167442	0.429702	0.054981	0.102703	0.052925	1.172936	0.265837	1.339499	0.199749	0.394821	0.543414	0.130614	0.054697	0.061325	0.093782	0.188433	0.157808	0.242078	0.096479	1.402052	2.190676	0.080164	0.136897	0.194374	1.270745	0.507143	0.092238	0.414196	0.052844	0.220721	0.124125	0.036906	1.363343	0.252002	0.052539	0.000000	0.000000	0.000000	0.158573	6.782118	0.176318	0.234694	0.193375	0.010647	0.392898	0.356869	0.096173	0.168667	0.136111	0.135238	0.155292	0.373512	0.894253	0.134790	2.220363	0.246940	2.831756	0.159939	0.131196	0.374336	0.194488	0.101008	0.342797	0.625584	0.113445	0.697568	0.254553	0.426300	0.170729	0.000000	0.150844	0.149935	0.234922	0.065340	0.589383	0.089580	0.961468	0.227934	0.127487	0.058447
1343	*	0.060662	0.054975	0.176328	0.340419	0.070407	0.136793	0.286296	0.084460	0.044368	0.097712	0.145234	0.037528	0.150178	0.811349	0.496868	0.550641	0.252815	0.128962	0.639810	0.071257	0.764024	0.000000	0.069750	0.550184	1.328890	0.640735	0.288725	0.175944	0.342078	0.073456	0.115534	0.608428	0.242280	0.270745	0.262177	0.241117	0.289791	0.000000	1.055412	0.058839	0.016251	0.623074	0.591928	0.072829	1.492790	0.160701	0.069736	0.207628	0.125620	1.470438	0.095860	0.129632	0.126781	8.905555	0.337202	0.674643	0.333085	0.119687	0.153764	1.735344	0.388103	0.106550	0.000000	0.348855	0.131350	0.114002	0.125604	0.130487	0.700679	0.137430	0.204820	0.111224	0.050714	0.208020	0.183934	0.202024	0.625608	0.127156	0.686078	1.096034	0.406994	0.075061	0.320679	0.619966	0.236960	0.694783	0.338277	0.198900	0.675690	0.181700	0.134323	1.726665	0.080426	0.176366	0.160093	0.000000	0.133896	0.284154	0.143681	0.313857	0.204233	0.077492	0.188958	0.406664	0.296020	0.143700	0.103445	0.066817	0.238938	0.171110	1.623727	0.224242	0.217516	0.769350	0.162361	2.828239	0.741130	0.319737	0.351905	3.776095	0.087687	0.317243	0.223587	0.939353	0.496726	0.171969	1.595362	2.001203	0.114372	0.227868	0.169427	0.516327	0.134422	0.250424	0.146061	0.109415	0.283838	0.068793	0.133456
